seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	state
chr10	118891801	118893200	1400	*	1	Intron (ENST00000663084.1/ENST00000663084.1, intron 2 of 3)	10	119029714	119033730	4017	1	340719	ENST00000425699.3	-136514	ENSG00000188613	NANOS1	nanos C2HC-type zinc finger 1	16_ReprPC
chr10	118898001	118909600	11600	*	3	Intron (ENST00000663084.1/ENST00000663084.1, intron 2 of 3)	10	119029714	119033730	4017	1	340719	ENST00000425699.3	-120114	ENSG00000188613	NANOS1	nanos C2HC-type zinc finger 1	16_ReprPC
chr10	118928201	118934400	6200	*	1	Exon (ENST00000394996.2/ENST00000394996.2, exon 1 of 1)	10	119029714	119033730	4017	1	340719	ENST00000425699.3	-95314	ENSG00000188613	NANOS1	nanos C2HC-type zinc finger 1	16_ReprPC
chr10	119295801	119297200	1400	*	1	Intron (ENST00000392870.3/2869, intron 1 of 15)	10	119330233	119335957	5725	2	105378511	ENST00000625697.2	38757	NA	LOC105378511	uncharacterized LOC105378511	16_ReprPC
chr10	119304401	119318000	13600	*	2	Intron (ENST00000392870.3/2869, intron 1 of 15)	10	119330233	119335957	5725	2	105378511	ENST00000625697.2	17957	NA	LOC105378511	uncharacterized LOC105378511	16_ReprPC
chr10	120351601	120359000	7400	*	4	Exon (ENST00000495531.1/ENST00000495531.1, exon 1 of 1)	10	120457227	120592065	134839	1	196051	ENST00000398250.6	-98227	ENSG00000203805	PLPP4	phospholipid phosphatase 4	16_ReprPC
chr10	124893201	124894000	800	*	1	Distal Intergenic	10	124917143	124942881	25739	1	54764	ENST00000508096.1	-23143	ENSG00000019995	ZRANB1	zinc finger RANBP2-type containing 1	16_ReprPC
chr10	124902401	124907200	4800	*	1	Distal Intergenic	10	124917143	124942881	25739	1	54764	ENST00000508096.1	-9943	ENSG00000019995	ZRANB1	zinc finger RANBP2-type containing 1	16_ReprPC
chr10	128990001	128995200	5200	*	12	Distal Intergenic	10	128912879	128916271	3393	1	728327	ENST00000446589.1	77122	ENSG00000224190	LINC02667	long intergenic non-protein coding RNA 2667	16_ReprPC
chr10	128995401	128997400	2000	*	1	Distal Intergenic	10	128912879	128916271	3393	1	728327	ENST00000446589.1	82522	ENSG00000224190	LINC02667	long intergenic non-protein coding RNA 2667	16_ReprPC
chr10	129529801	129535600	5800	*	6	Intron (ENST00000306010.8/4255, intron 1 of 4)	10	129467262	129537164	69903	1	4255	ENST00000482547.1	62539	ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	16_ReprPC
chr10	130332801	130342200	9400	*	2	Intron (ENST00000648275.1/107984002, intron 1 of 1)	10	130213527	130483193	269667	1	107984002	ENST00000648275.1	119274	NA	LINC02646	long intergenic non-protein coding RNA 2646	16_ReprPC
chr10	130507201	130510000	2800	*	1	Distal Intergenic	10	130213527	130483193	269667	1	107984002	ENST00000648275.1	293674	NA	LINC02646	long intergenic non-protein coding RNA 2646	16_ReprPC
chr10	131763201	131769800	6600	*	2	Distal Intergenic	10	131772448	131777402	4955	2	399827	ENST00000667493.1	7602	ENSG00000189275	LINC01164	long intergenic non-protein coding RNA 1164	16_ReprPC
chr10	131989201	131990800	1600	*	1	Distal Intergenic	10	131966455	131982013	15559	2	664	ENST00000368636.8	-7188	ENSG00000176171	BNIP3	BCL2 interacting protein 3	16_ReprPC
chr10	133106001	133113800	7800	*	2	Intron (ENST00000392607.8/84435, intron 5 of 6)	10	133102246	133131428	29183	1	84435	ENST00000392606.2	3755	ENSG00000197177	ADGRA1	adhesion G protein-coupled receptor A1	16_ReprPC
chr10	133250401	133253000	2600	*	2	Promoter (2-3kb)	10	133246478	133247891	1414	2	101927671	ENST00000553459.1	-2510	ENSG00000166917	MIR202HG	MIR202 host gene	16_ReprPC
chr10	134595601	134600000	4400	*	1	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-968806	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	16_ReprPC
chr10	135139201	135143400	4200	*	1	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-1512406	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	16_ReprPC
chr11	624801	628200	3400	*	2	Promoter (<=1kb)	11	616577	624924	8348	2	53841	ENST00000358353.8	0	ENSG00000099834	CDHR5	cadherin related family member 5	16_ReprPC
chr11	637601	639600	2000	*	1	Promoter (<=1kb)	11	639057	639793	737	1	1815	ENST00000528733.1	0	ENSG00000069696	DRD4	dopamine receptor D4	16_ReprPC
chr11	1833001	1853400	20400	*	4	Promoter (<=1kb)	11	1853084	1892263	39180	1	4046	ENST00000311604.8	0	ENSG00000130592	LSP1	lymphocyte specific protein 1	16_ReprPC
chr11	2022201	2023200	1000	*	1	Distal Intergenic	11	1995430	2001470	6041	2	283120	ENST00000428066.6	-20731	ENSG00000130600	H19	H19 imprinted maternally expressed transcript	16_ReprPC
chr11	2153001	2172800	19800	*	2	Promoter (<=1kb)	11	2159779	2161204	1426	2	3630	ENST00000397262.5	0	ENSG00000254647	INS	insulin	16_ReprPC
chr11	2293001	2294400	1400	*	1	Distal Intergenic	11	2299425	2301872	2448	2	29125	ENST00000470369.1	7472	ENSG00000110665	C11orf21	chromosome 11 open reading frame 21	16_ReprPC
chr11	8186401	8190200	3800	*	1	Distal Intergenic	11	8169167	8178903	9737	1	101927936	ENST00000499752.2	17234	NA	RIC3-DT	RIC3 divergent transcript	16_ReprPC
chr11	8290401	8296800	6400	*	1	Distal Intergenic	11	8224314	8268716	44403	2	4004	ENST00000428101.6	-21685	ENSG00000166407	LMO1	LIM domain only 1	16_ReprPC
chr11	12025001	12036200	11200	*	1	Promoter (<=1kb)	11	12030875	12061785	30911	1	105376554	ENST00000531559.1	0	ENSG00000254486	LINC02547	long intergenic non-protein coding RNA 2547	16_ReprPC
chr11	13978001	13992200	14200	*	3	Exon (ENST00000576479.4/10418, exon 2 of 16)	11	13962723	14268133	305411	1	10418	ENST00000576479.4	15278	ENSG00000262655	SPON1	spondin 1	16_ReprPC
chr11	14280601	14282600	2000	*	1	3' UTR	11	14277964	14295859	17896	2	22800	ENST00000414023.6	13259	ENSG00000133818	RRAS2	RAS related 2	16_ReprPC
chr11	14988001	14995200	7200	*	8	Exon (ENST00000515189.2/ENST00000515189.2, exon 1 of 1)	11	14968501	14972351	3851	2	796	ENST00000331587.9	-15650	ENSG00000110680	CALCA	calcitonin related polypeptide alpha	16_ReprPC
chr11	15864801	15865400	600	*	1	Exon (ENST00000659436.1/ENST00000659436.1, exon 1 of 3)	11	15910528	15924012	13485	1	105376570	ENST00000663478.1	-45128	ENSG00000254661	LINC02682	long intergenic non-protein coding RNA 2682	16_ReprPC
chr11	16619401	16625800	6400	*	1	Intron (ENST00000527893.5/105376571, intron 1 of 3)	11	16613132	16748421	135290	1	105376571	ENST00000527893.5	6269	NA	LOC105376571	uncharacterized LOC105376571	16_ReprPC
chr11	17732001	17749200	17200	*	1	Promoter (<=1kb)	11	17734774	17777830	43057	1	3746	ENST00000379472.4	0	ENSG00000129159	KCNC1	potassium voltage-gated channel subfamily C member 1	16_ReprPC
chr11	17756401	17762400	6000	*	2	Intron (ENST00000379472.4/3746, intron 1 of 1)	11	17765799	17772455	6657	1	3746	ENST00000640153.1	-3399	ENSG00000129159	KCNC1	potassium voltage-gated channel subfamily C member 1	16_ReprPC
chr11	19361201	19372400	11200	*	1	Intron (ENST00000360655.8/89797, intron 1 of 37)	11	19350724	20121598	770875	1	89797	ENST00000360655.8	10477	ENSG00000166833	NAV2	neuron navigator 2	16_ReprPC
chr11	20179001	20191400	12400	*	2	Distal Intergenic	11	20156155	20160475	4321	2	120237	ENST00000524983.3	-18526	ENSG00000109851	DBX1	developing brain homeobox 1	16_ReprPC
chr11	20614201	20631600	17400	*	3	Promoter (<=1kb)	11	20629184	20655064	25881	1	9152	ENST00000528440.1	0	ENSG00000165970	SLC6A5	solute carrier family 6 member 5	16_ReprPC
chr11	22453201	22455800	2600	*	1	Intron (ENST00000534135.6/102723378, intron 3 of 4)	11	22445673	22492047	46375	2	102723378	ENST00000534135.6	36247	ENSG00000255323	LINC01495	long intergenic non-protein coding RNA 1495	16_ReprPC
chr11	22685601	22692800	7200	*	1	Exon (ENST00000528582.5/2620, exon 3 of 6)	11	22674773	22749261	74489	1	2620	ENST00000532398.1	10828	ENSG00000148935	GAS2	growth arrest specific 2	16_ReprPC
chr11	27735601	27743600	8000	*	2	Intron (ENST00000530663.1/ENST00000530663.1, intron 1 of 1)	11	27654893	27722058	67166	2	627	ENST00000314915.6	-13543	ENSG00000176697	BDNF	brain derived neurotrophic factor	16_ReprPC
chr11	30035401	30038400	3000	*	1	Distal Intergenic	11	30009730	30017030	7301	2	3739	ENST00000328224.7	-18371	ENSG00000182255	KCNA4	potassium voltage-gated channel subfamily A member 4	16_ReprPC
chr11	30603201	30606000	2800	*	1	Intron (ENST00000531002.2/105376609, intron 3 of 4)	11	30536059	30586872	50814	2	744	ENST00000528686.2	-16329	ENSG00000066382	MPPED2	metallophosphoesterase domain containing 2	16_ReprPC
chr11	31820801	31825400	4600	*	1	Promoter (<=1kb)	11	31826347	31829311	2965	1	103157000	ENST00000630360.1	-947	ENSG00000281880	PAUPAR	PAX6 upstream antisense RNA	16_ReprPC
chr11	31835601	31837600	2000	*	1	Intron (ENST00000530348.5/5954, intron 1 of 3)	11	31826347	31829311	2965	1	103157000	ENST00000630360.1	9254	ENSG00000281880	PAUPAR	PAX6 upstream antisense RNA	16_ReprPC
chr11	31840201	31866800	26600	*	4	Intron (ENST00000530348.5/5954, intron 1 of 3)	11	31826347	31829311	2965	1	103157000	ENST00000630360.1	13854	ENSG00000281880	PAUPAR	PAX6 upstream antisense RNA	16_ReprPC
chr11	32005201	32013200	8000	*	1	Intron (ENST00000530348.5/5954, intron 1 of 3)	11	32040106	32041248	1143	2	100506675	ENST00000531627.1	28048	ENSG00000254584	LOC100506675	uncharacterized LOC100506675	16_ReprPC
chr11	32446201	32448400	2200	*	2	Intron (ENST00000525436.1/51352, intron 1 of 4)	11	32437623	32438326	704	1	51352	ENST00000478367.5	8578	ENSG00000183242	WT1-AS	WT1 antisense RNA	16_ReprPC
chr11	32448801	32454600	5800	*	16	Exon (ENST00000525436.1/51352, exon 2 of 5)	11	32437623	32438326	704	1	51352	ENST00000478367.5	11178	ENSG00000183242	WT1-AS	WT1 antisense RNA	16_ReprPC
chr11	32459801	32460200	400	*	3	Downstream (1-2kb)	11	32437623	32438326	704	1	51352	ENST00000478367.5	22178	ENSG00000183242	WT1-AS	WT1 antisense RNA	16_ReprPC
chr11	32461201	32466000	4800	*	1	Downstream (2-3kb)	11	32437623	32438326	704	1	51352	ENST00000478367.5	23578	ENSG00000183242	WT1-AS	WT1 antisense RNA	16_ReprPC
chr11	40312601	40315200	2600	*	1	Intron (ENST00000619527.4/57689, intron 1 of 2)	11	40114205	40319730	205526	2	57689	ENST00000619527.4	4530	ENSG00000148948	LRRC4C	leucine rich repeat containing 4C	16_ReprPC
chr11	43590001	43600800	10800	*	1	Intron (ENST00000526615.6/51144, intron 3 of 4)	11	43581394	43581483	90	1	406918	ENST00000362207.3	8607	ENSG00000199077	MIR129-2	microRNA 129-2	16_ReprPC
chr11	43601801	43602200	400	*	1	Intron (ENST00000526615.6/51144, intron 3 of 4)	11	43581394	43581483	90	1	406918	ENST00000362207.3	20407	ENSG00000199077	MIR129-2	microRNA 129-2	16_ReprPC
chr11	44323601	44326800	3200	*	1	Distal Intergenic	11	44260440	44310139	49700	2	60529	ENST00000652299.1	-13462	ENSG00000052850	ALX4	ALX homeobox 4	16_ReprPC
chr11	44328001	44331000	3000	*	2	Distal Intergenic	11	44260440	44310139	49700	2	60529	ENST00000652299.1	-17862	ENSG00000052850	ALX4	ALX homeobox 4	16_ReprPC
chr11	44331201	44338000	6800	*	4	Distal Intergenic	11	44260440	44310139	49700	2	60529	ENST00000652299.1	-21062	ENSG00000052850	ALX4	ALX homeobox 4	16_ReprPC
chr11	44810201	44811800	1600	*	1	Intron (ENST00000533786.5/90139, intron 2 of 6)	11	44764426	44932421	167996	1	90139	ENST00000340160.7	45775	ENSG00000157570	TSPAN18	tetraspanin 18	16_ReprPC
chr11	46318201	46319400	1200	*	1	Promoter (2-3kb)	11	46315661	46321409	5749	1	90993	ENST00000616094.1	2540	ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	16_ReprPC
chr11	58694801	58695600	800	*	5	Intron (ENST00000586098.1/10249, intron 1 of 2)	11	58640426	58712849	72424	2	10249	ENST00000586098.1	17249	ENSG00000149124	GLYAT	glycine-N-acyltransferase	16_ReprPC
chr11	60771601	60774800	3200	*	1	3' UTR	11	60785333	60801305	15973	1	341116	ENST00000308287.2	-10533	ENSG00000172689	MS4A10	membrane spanning 4-domains A10	16_ReprPC
chr11	61352201	61355200	3000	*	1	Promoter (<=1kb)	11	61351059	61354741	3683	2	220002	ENST00000540139.5	0	ENSG00000162144	CYB561A3	cytochrome b561 family member A3	16_ReprPC
chr11	62455801	62457200	1400	*	1	Intron (ENST00000530124.5/79026, intron 2 of 2)	11	62421845	62426724	4880	2	102723765	ENST00000528983.1	-29077	NA	LOC102723765	uncharacterized LOC102723765	16_ReprPC
chr11	64056601	64059000	2400	*	3	Promoter (1-2kb)	11	64060424	64103513	43090	1	23769	ENST00000538550.1	-1424	ENSG00000126500	FLRT1	fibronectin leucine rich transmembrane protein 1	16_ReprPC
chr11	64060201	64066600	6400	*	1	Promoter (<=1kb)	11	64060424	64103513	43090	1	23769	ENST00000538550.1	0	ENSG00000126500	FLRT1	fibronectin leucine rich transmembrane protein 1	16_ReprPC
chr11	65815001	65817600	2600	*	1	Distal Intergenic	11	65833834	65850760	16927	1	254122	ENST00000533298.5	-16234	ENSG00000172803	SNX32	sorting nexin 32	16_ReprPC
chr11	66185801	66189000	3200	*	1	Intron (ENST00000320580.9/55690, intron 1 of 23)	11	66216198	66220677	4480	1	55690	ENST00000531298.5	-27198	ENSG00000175115	PACS1	phosphofurin acidic cluster sorting protein 1	16_ReprPC
chr11	66490401	66494600	4200	*	1	Promoter (<=1kb)	11	66491605	66495750	4146	1	10072	ENST00000526250.5	0	ENSG00000254986	DPP3	dipeptidyl peptidase 3	16_ReprPC
chr11	69285201	69287200	2000	*	1	Distal Intergenic	11	69294151	69341682	47532	1	26579	ENST00000544008.1	-6951	ENSG00000172927	MYEOV	myeloma overexpressed	16_ReprPC
chr11	69509801	69524800	15000	*	1	Distal Intergenic	11	69485611	69494952	9342	1	101928292	ENST00000642898.1	24190	NA	LINC01488	long intergenic non-protein coding RNA 1488	16_ReprPC
chr11	70957001	70967400	10400	*	1	Intron (ENST00000601538.6/22941, intron 10 of 25)	11	70798443	70951071	152629	2	22941	ENST00000460048.1	-5930	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	16_ReprPC
chr11	71955801	71962400	6600	*	2	Promoter (<=1kb)	11	71957239	71983170	25932	1	55298	ENST00000526903.1	0	ENSG00000137522	RNF121	ring finger protein 121	16_ReprPC
chr11	72354801	72355600	800	*	1	Promoter (<=1kb)	11	72354516	72363555	9040	1	112268077	ENST00000537727.1	285	NA	LOC112268077	uncharacterized LOC112268077	16_ReprPC
chr11	82438801	82443800	5000	*	2	Intron (ENST00000668951.1/101928989, intron 1 of 3)	11	82096382	82472070	375689	2	101928989	ENST00000668951.1	28270	ENSG00000245832	MIR4300HG	MIR4300 host gene	16_ReprPC
chr11	86509801	86511200	1400	*	2	Intron (ENST00000524610.1/ENST00000524610.1, intron 2 of 2)	11	86457579	86498124	40546	2	10873	ENST00000525957.1	-11677	ENSG00000151376	ME3	malic enzyme 3	16_ReprPC
chr11	92701001	92704600	3600	*	1	Intron (ENST00000525166.6/120114, intron 4 of 27)	11	92844340	92896305	51966	1	120114	ENST00000533797.1	-139740	ENSG00000165323	FAT3	FAT atypical cadherin 3	16_ReprPC
chr11	94500201	94500800	600	*	1	Promoter (2-3kb)	11	94497323	94499577	2255	1	54851	ENST00000538535.1	2878	ENSG00000168876	ANKRD49	ankyrin repeat domain 49	16_ReprPC
chr11	100995001	101003000	8000	*	1	Downstream (1-2kb)	11	100959850	100988869	29020	1	143872	ENST00000529535.1	35151	ENSG00000165895	ARHGAP42	Rho GTPase activating protein 42	16_ReprPC
chr11	101450201	101457000	6800	*	6	Promoter (<=1kb)	11	101453641	101455577	1937	2	7225	ENST00000532184.1	0	ENSG00000137672	TRPC6	transient receptor potential cation channel subfamily C member 6	16_ReprPC
chr11	105478001	105480800	2800	*	2	Intron (ENST00000649856.1/105369468, intron 1 of 7)	11	105137721	105516002	378282	2	105369468	ENST00000649856.1	35202	NA	LOC105369468	uncharacterized LOC105369468	16_ReprPC
chr11	105481601	105484000	2400	*	1	Intron (ENST00000649856.1/105369468, intron 1 of 7)	11	105137721	105516002	378282	2	105369468	ENST00000649856.1	32002	NA	LOC105369468	uncharacterized LOC105369468	16_ReprPC
chr11	111168001	111169600	1600	*	5	Intron (ENST00000636877.1/105369490, intron 3 of 3)	11	111092045	111179641	87597	2	105369490	ENST00000636877.1	10041	ENSG00000271584	LINC02550	long intergenic non-protein coding RNA 2550	16_ReprPC
chr11	111780601	111787200	6600	*	3	Promoter (2-3kb)	11	111768857	111778350	9494	2	79796	ENST00000534218.1	-2251	ENSG00000086848	ALG9	ALG9 alpha-1,2-mannosyltransferase	16_ReprPC
chr11	116447201	116456800	9600	*	1	Distal Intergenic	11	116639422	116658252	18831	1	101929011	ENST00000444123.5	-182622	ENSG00000237937	LINC02702	long intergenic non-protein coding RNA 2702	16_ReprPC
chr11	117313601	117317600	4000	*	1	Promoter (<=1kb)	11	117314557	117351942	37386	1	22897	ENST00000525734.5	0	ENSG00000110274	CEP164	centrosomal protein 164	16_ReprPC
chr11	119016001	119019400	3400	*	1	Promoter (<=1kb)	11	119018763	119019503	741	1	51399	ENST00000527680.1	0	ENSG00000196655	TRAPPC4	trafficking protein particle complex subunit 4	16_ReprPC
chr11	120208801	120215000	6200	*	1	Promoter (<=1kb)	11	120211032	120230334	19303	1	220323	ENST00000328965.9	0	ENSG00000184232	OAF	out at first homolog	16_ReprPC
chr11	120432401	120441200	8800	*	1	Promoter (<=1kb)	11	120438448	120451633	13186	1	23365	ENST00000528225.5	0	ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	16_ReprPC
chr11	121966601	121971200	4600	*	1	Distal Intergenic	11	122028395	122037057	8663	2	399959	ENST00000666485.1	65857	ENSG00000255248	MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene	16_ReprPC
chr11	126580001	126582600	2600	*	2	Intron (ENST00000548204.1/ENST00000548204.1, intron 1 of 1)	11	126652852	126682103	29252	1	101929427	ENST00000550747.1	-70252	ENSG00000254607	LOC101929427	uncharacterized LOC101929427	16_ReprPC
chr11	128693601	128694400	800	*	4	Promoter (<=1kb)	11	128693916	128813266	119351	1	2313	ENST00000281428.12	0	ENSG00000151702	FLI1	Fli-1 proto-oncogene, ETS transcription factor	16_ReprPC
chr11	130298001	130302400	4400	*	1	Intron (ENST00000445008.6/29068, intron 1 of 10)	11	130226677	130314612	87936	2	29068	ENST00000445008.6	12212	ENSG00000196323	ZBTB44	zinc finger and BTB domain containing 44	16_ReprPC
chr11	132863801	132864800	1000	*	1	Intron (ENST00000331898.11/4978, intron 1 of 6)	11	132657087	132943010	285924	2	4978	ENST00000525412.1	78210	ENSG00000183715	OPCML	opioid binding protein/cell adhesion molecule like	16_ReprPC
chr11	134147001	134151400	4400	*	1	Promoter (<=1kb)	11	134147798	134149208	1411	1	83700	ENST00000533711.1	0	ENSG00000166086	JAM3	junctional adhesion molecule 3	16_ReprPC
chr12	1928201	1929400	1200	*	1	Exon (ENST00000418006.1/100271702, exon 2 of 2)	12	1929202	1936574	7373	2	100271702	ENST00000418006.1	7174	ENSG00000235049	LINC00940	long intergenic non-protein coding RNA 940	16_ReprPC
chr12	1938201	1941600	3400	*	1	Promoter (1-2kb)	12	1929202	1936574	7373	2	100271702	ENST00000418006.1	-1627	ENSG00000235049	LINC00940	long intergenic non-protein coding RNA 940	16_ReprPC
chr12	3219201	3238400	19200	*	1	Intron (ENST00000537971.5/10867, intron 2 of 7)	12	3215251	3281281	66031	1	10867	ENST00000431374.6	3950	ENSG00000011105	TSPAN9	tetraspanin 9	16_ReprPC
chr12	4915401	4918400	3000	*	7	3' UTR	12	4910368	4931361	20994	1	3736	ENST00000541095.1	5033	ENSG00000111262	KCNA1	potassium voltage-gated channel subfamily A member 1	16_ReprPC
chr12	4918601	4921800	3200	*	6	Intron (ENST00000640877.1/100507560, intron 1 of 8)	12	4910368	4931361	20994	1	3736	ENST00000541095.1	8233	ENSG00000111262	KCNA1	potassium voltage-gated channel subfamily A member 1	16_ReprPC
chr12	4965401	4967000	1600	*	1	Intron (ENST00000640877.1/100507560, intron 2 of 8)	12	4978851	5025594	46744	1	100507560	ENST00000640862.1	-11851	NA	LOC100507560	uncharacterized LOC100507560	16_ReprPC
chr12	5020201	5030600	10400	*	1	Promoter (<=1kb)	12	5021387	5025594	4208	1	100507560	ENST00000639114.2	0	NA	LOC100507560	uncharacterized LOC100507560	16_ReprPC
chr12	5535601	5549800	14200	*	1	Intron (ENST00000536751.1/57101, intron 1 of 2)	12	5531869	5563337	31469	2	57101	ENST00000536751.1	13537	ENSG00000047617	ANO2	anoctamin 2	16_ReprPC
chr12	5620401	5621600	1200	*	1	Intron (ENST00000546188.5/57101, intron 16 of 24)	12	5608729	5615295	6567	2	57101	ENST00000541874.1	-5106	ENSG00000047617	ANO2	anoctamin 2	16_ReprPC
chr12	13044801	13047000	2200	*	1	Promoter (<=1kb)	12	13044381	13083449	39069	1	57613	ENST00000416494.6	420	ENSG00000084444	FAM234B	family with sequence similarity 234 member B	16_ReprPC
chr12	15471401	15480000	8600	*	1	Intron (ENST00000674316.1/5800, intron 1 of 25)	12	15546344	15602175	55832	1	5800	ENST00000674388.1	-66344	ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O	16_ReprPC
chr12	21923601	21931000	7400	*	1	3' UTR	12	21800380	21936674	136295	2	10060	ENST00000261201.9	5674	ENSG00000069431	ABCC9	ATP binding cassette subfamily C member 9	16_ReprPC
chr12	22090001	22098200	8200	*	3	Intron (ENST00000544732.5/6489, intron 3 of 5)	12	22063773	22070613	6841	2	105369690	ENST00000536535.1	-19388	NA	LOC105369690	uncharacterized LOC105369690	16_ReprPC
chr12	24101401	24104800	3400	*	1	Intron (ENST00000646273.1/6660, intron 5 of 16)	12	24212421	24212495	75	1	100126320	ENST00000401373.1	-107621	ENSG00000216192	MIR920	microRNA 920	16_ReprPC
