enhancerid	seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup	attributes
GH01J016270	chr1	16256401	16270800	14400	*	1	Promoter (2-3kb)	1	16251082	16253593	2512	2	54455	ENST00000444116.1	-2808	ENSG00000037637	FBXO42	F-box protein 42	7_EnhG1	GH01J016270;RF00017-080:250.66;ARHGEF19:18.91;CPLANE2:10.79;NBPF1:9.83;piR-39429:0.37;FBXO42:0.18
GH01J016278	chr1	16277001	16280800	3800	*	1	Intron (ENST00000375592.8/54455, intron 4 of 9)	1	16251082	16253593	2512	2	54455	ENST00000444116.1	-23408	ENSG00000037637	FBXO42	F-box protein 42	9_EnhA1	GH01J016278;FBXO42:12.07;SZRD1:12.07;ARHGEF19-AS1:11.04;CPLANE2:10.98;ARHGEF19:10.96;SPATA21:10.59;NECAP2:10.58;RF00017-080:0.45;piR-50443-006:0.32
GH01J016623	chr1	16622801	16624000	1200	*	1	Promoter (2-3kb)	1	16618253	16626386	8134	2	84809	ENST00000639481.1	2386	ENSG00000215908	CROCCP2	CROCC pseudogene 2	11_EnhWk	GH01J016623;SPEN:46.30;CROCC:35.26;FBXO42:19.57;ZBTB17:11.93;CROCCP2:10.52;RPL22P3:9.98;piR-40418-001:0.66;piR-50311-002:0.66;LOC124900584:0.45;NBPF1:0.41;ENSG00000271732:0.37;lnc-NBPF1-1:0.35;lnc-CROCC-9:0.14
GH01J016712	chr1	16711801	16713600	1800	*	1	Promoter (1-2kb)	1	16706924	16710619	3696	2	284729	ENST00000492551.2	-1182	NA	ESPNP	espin pseudogene	9_EnhA1	GH01J016712;SPATA21:6.04;MST1L:5.44;lnc-CROCC-5:0.66;ESPNP:0.45;CROCC:0.32;HSALNG0001210:0.29;NBPF1:0.16
GH01J016713	chr1	16711801	16713600	1800	*	1	Promoter (1-2kb)	1	16706924	16710619	3696	2	284729	ENST00000492551.2	-1182	NA	ESPNP	espin pseudogene	9_EnhA1	GH01J016713;CROCC:14.27;CROCCP3:13.55;RPS16P1:13.33;NECAP2:12.17;ENSG00000235241:11.40;LINC01772:11.12;ENSG00000237938:10.76;NBPF1:10.67;SPEN:9.64;lnc-CROCC-5:0.66;ESPNP:0.45;HSALNG0001210:0.29
GH01J016758	chr1	16759401	16760000	600	*	1	Promoter (<=1kb)	1	16757128	16759291	2164	2	11223	ENST00000650268.1	-110	ENSG00000186715	MST1L	macrophage stimulating 1 like (pseudogene)	11_EnhWk	GH01J016758;HSALNG0141682:250.66;piR-32041-002:250.66;NBPF1:7.51;MST1L:5.52;LOC112267871:4.64;ENSG00000290851:0.41;CROCC:0.37;RNU1-4:0.37;MFAP2:0.07
GH01J016763	chr1	16765801	16766800	1000	*	2	Promoter (1-2kb)	1	16757232	16764480	7249	2	11223	ENST00000442552.7	-1321	ENSG00000186715	MST1L	macrophage stimulating 1 like (pseudogene)	11_EnhWk	GH01J016763;HSALNG0001226:250.66;MST1L:250.66;CROCCP3:19.86;CROCC:15.40;LINC01772:13.91;SPEN:9.81;MST1P2:7.11;NBPF1:5.60;ENSG00000290851:0.66;RNU1-4:0.32;MFAP2:0.08
GH01J017400	chr1	17402001	17402600	600	*	1	Downstream (<1kb)	1	17406760	17407382	623	1	114515514	ENST00000439577.1	-4160	ENSG00000227751	RCC2-AS1	RCC2 antisense RNA 1	9_EnhA1	GH01J017400;PADI6:23.89;RCC2-AS1:0.45;HSALNG0001268:0.35;RCC2:0.29
GH01J017409	chr1	17409601	17410200	600	*	2	Promoter (2-3kb)	1	17406760	17407382	623	1	114515514	ENST00000439577.1	2841	ENSG00000227751	RCC2-AS1	RCC2 antisense RNA 1	7_EnhG1	GH01J017409;HSALNG0001271:250.66;lnc-PADI2-1:250.66;PADI6:23.78;piR-57460-018:0.45;RCC2:0.32
GH01J017431	chr1	17438601	17439400	800	*	1	Promoter (<=1kb)	1	17408676	17438561	29886	2	55920	ENST00000375433.3	-40	ENSG00000179051	RCC2	regulator of chromosome condensation 2	9_EnhA1	GH01J017431;ENSG00000290096:250.66;RCC2:250.66;PADI6:22.87;ENSG00000226526:11.43;MFAP2:11.15;HSALNG0001274:0.66;LOC124903862:0.66;lnc-ARHGEF10L-1:0.45
GH01J017466	chr1	17466601	17467800	1200	*	1	Distal Intergenic	1	17406760	17439677	32918	2	55920	ENST00000375436.9	-26924	ENSG00000179051	RCC2	regulator of chromosome condensation 2	9_EnhA1	GH01J017466;PADI6:7.46;PADI1:5.07;piR-50444-010:0.45;piR-57460-019:0.41;HSALNG0142127:0.37;RCC2:0.32;lnc-ARHGEF10L-1:0.31;ARHGEF10L:0.26
GH01J017487	chr1	17487401	17488000	600	*	1	Distal Intergenic	1	17406760	17439677	32918	2	55920	ENST00000375436.9	-47724	ENSG00000179051	RCC2	regulator of chromosome condensation 2	9_EnhA1	GH01J017487;MFAP2:9.93;HSALNG0142127:0.66;ARHGEF10L:0.32;RCC2:0.26;lnc-ARHGEF10L-1:0.23
GH01J017577	chr1	17577201	17578800	1600	*	1	Promoter (1-2kb)	1	17580553	17697649	117097	1	55160	ENST00000375415.5	-1753	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	11_EnhWk	GH01J017577;ARHGEF10L:11.87;RF00017-084:0.45;HSALNG0142128:0.32;ACTL8:0.09
GH01J017599	chr1	17599201	17599600	400	*	1	Promoter (2-3kb)	1	17602171	17604882	2712	1	55160	ENST00000482892.1	-2571	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	11_EnhWk	GH01J017599;ARHGEF10L:11.37;lnc-ACTL8-5:0.45;HSALNG0001281:0.31;ACTL8:0.10
GH01J017632	chr1	17632401	17634200	1800	*	2	Promoter (<=1kb)	1	17634257	17638003	3747	1	55160	ENST00000482359.1	-57	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	11_EnhWk	GH01J017632;HSALNG0001281:250.66;ARHGEF10L:10.63;lnc-ACTL8-5:0.27;ACTL8:0.13
GH01J017669	chr1	17674601	17675800	1200	*	1	Intron (ENST00000361221.8/55160, intron 26 of 28)	1	17694047	17697874	3828	1	55160	ENST00000495593.1	-18247	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	7_EnhG1	GH01J017669;MFAP2:11.42;ENSG00000226526:10.24;KLHDC7A:4.65;piR-35672-002:0.45;RF00017-086:0.41;ACTL8:0.18;ARHGEF10L:0.10
GH01J017953	chr1	17951201	17953800	2600	*	1	Distal Intergenic	1	18015712	18045612	29901	1	105376812	ENST00000641892.1	-61912	NA	LOC105376812	uncharacterized LOC105376812	7_EnhG1	GH01J017953;MFAP2:11.02;HSALNG0001298:0.45;piR-56344:0.41;IGSF21:0.11;ACTL8:0.08
GH01J019409	chr1	19409401	19411400	2000	*	1	Intron (ENST00000264202.8/832, intron 2 of 8)	1	19339374	19419737	80364	2	832	ENST00000674228.1	8337	ENSG00000077549	CAPZB	capping actin protein of muscle Z-line subunit beta	7_EnhG1	GH01J019409;HSALNG0141687:250.66;LOC124903868:250.66;RNU4-28P:10.84;CAPZB:10.43;lnc-PQLC2-5:0.41;MICOS10:0.20;lnc-AKR7A2-3:0.19;SLC66A1:0.16
GH01J019642	chr1	19643001	19644400	1400	*	1	Promoter (<=1kb)	1	19643232	19657129	13898	1	4681	ENST00000289749.6	0	ENSG00000158747	NBL1	NBL1, DAN family BMP antagonist	11_EnhWk	GH01J019642;NBL1:259.48;UBR4:30.48;MUL1:20.09;HTR6:11.23;HSALNG0001392:0.45;HSALNG0001393:0.41;MICOS10-NBL1:0.24
GH01J019753	chr1	19755801	19757800	2000	*	1	Intron (ENST00000375127.5/255104, intron 5 of 15)	1	19750081	19771427	21347	2	255104	ENST00000462171.1	13627	ENSG00000162542	TMCO4	transmembrane and coiled-coil domains 4	10_EnhA2	GH01J019753;HSALNG0001399:250.66;piR-50437-014:250.66;TMCO4:0.26;HTR6:0.17
GH01J019757	chr1	19755801	19757800	2000	*	1	Intron (ENST00000375127.5/255104, intron 5 of 15)	1	19750081	19771427	21347	2	255104	ENST00000462171.1	13627	ENSG00000162542	TMCO4	transmembrane and coiled-coil domains 4	10_EnhA2	GH01J019757;TMCO4:18.16;RNF186:10.86;RNF186-AS1:10.86;HSALNG0001399:0.66;HSALNG0001400:0.45;HTR6:0.16
GH01J019764	chr1	19764401	19765600	1200	*	1	Intron (ENST00000375127.5/255104, intron 5 of 15)	1	19750081	19771427	21347	2	255104	ENST00000462171.1	5827	ENSG00000162542	TMCO4	transmembrane and coiled-coil domains 4	7_EnhG1	GH01J019764;HSALNG0001400:250.66;TMCO4:20.53;AKR7A3:11.34;RNF186:10.87;RNF186-AS1:10.87;PLA2G2A:1.33;HSALNG0001401:0.41;HTR6:0.15
GH01J019786	chr1	19785601	19786600	1000	*	1	Intron (ENST00000375127.5/255104, intron 2 of 15)	1	19737372	19780764	43393	2	255104	ENST00000489135.5	-4837	ENSG00000162542	TMCO4	transmembrane and coiled-coil domains 4	7_EnhG1	GH01J019786;UBR4:13.86;RNF186:11.16;RNF186-AS1:11.16;MUL1:11.04;TMCO4:4.88;HSALNG0001401:0.45;lnc-RNF186-2:0.41;HSALNG0001400:0.35;HTR6:0.13
GH01J019925	chr1	19925201	19927200	2000	*	1	Promoter (1-2kb)	1	19920009	19923617	3609	2	30814	ENST00000375116.3	-1584	ENSG00000188784	PLA2G2E	phospholipase A2 group IIE	10_EnhA2	GH01J019925;OTUD3:19.27;HP1BP3:10.93;EMC1:10.51;AKR7A2:5.49;PLA2G2E:0.66;HSALNG0001406:0.41;PLA2G2A:0.24;HSALNG0001400:0.10
GH01J020905	chr1	20904601	20905800	1200	*	1	3' UTR	1	20893111	20941398	48288	2	8672	ENST00000374933.3	35598	ENSG00000075151	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	11_EnhWk	GH01J020905;HSALNG0001479-001:0.66;LOC105376830:0.66;HSALNG0001479-002:0.41;LOC105376829:0.41;HSALNG0141691:0.17;HP1BP3:0.13;EIF4G3:0.06
GH01J020926	chr1	20926401	20927400	1000	*	1	Intron (ENST00000374935.7/8672, intron 10 of 32)	1	20893111	20941398	48288	2	8672	ENST00000374933.3	13998	ENSG00000075151	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	7_EnhG1	GH01J020926;HSALNG0001479-002:0.45;LOC105376829:0.45;lnc-HP1BP3-1:0.41;HSALNG0141691:0.14;HP1BP3:0.12;EIF4G3:0.07
GH01J021011	chr1	21009601	21012200	2600	*	4	Intron (ENST00000374935.7/8672, intron 4 of 32)	1	20988314	20988432	119	2	100302155	ENST00000408881.1	-21169	ENSG00000221808	MIR1256	microRNA 1256	11_EnhWk	GH01J021011;MIR1256:12.19;RPS15AP6:0.45;piR-36393-006:0.41;HSALNG0001482:0.29;EIF4G3:0.10;HSALNG0141691:0.08;HP1BP3:0.07
GH01J021274	chr1	21277001	21277800	800	*	1	Promoter (1-2kb)	1	21218584	21279549	60966	2	1889	ENST00000357071.8	1749	ENSG00000117298	ECE1	endothelin converting enzyme 1	11_EnhWk	GH01J021274;lnc-EIF4G3-4:250.66;ECE1:250.21;EIF4G3:6.48;NBPF2P:4.69;HSALNG0141694:0.45;lnc-EIF4G3-5:0.41
GH01J021288	chr1	21291801	21292000	200	*	1	Promoter (1-2kb)	1	21293290	21299774	6485	1	100506801	ENST00000449034.1	-1290	ENSG00000231105	ECE1-AS1	ECE1 antisense RNA 1	9_EnhA1	GH01J021288;ECE1:267.42;HSALNG0001498-001:250.66;HSALNG0001498-002:250.66;ENSG00000236936:12.65;RAP1GAP:10.29;EIF4G3:9.89;NBPF2P:4.60;ALPL:1.35;ECE1-AS1:0.66;lnc-EIF4G3-5:0.66;lnc-NBPF3-45:0.66
GH01J021378	chr1	21378601	21379000	400	*	1	Distal Intergenic	1	21217281	21345572	128292	2	1889	ENST00000649812.1	-33029	ENSG00000117298	ECE1	endothelin converting enzyme 1	9_EnhA1	GH01J021378;ECE1:11.64;ENSG00000236936:11.46;ALPL:11.30;HSALNG0001504:0.45;piR-34822-003:0.35;lnc-NBPF3-11:0.31;NBPF3:0.23
GH01J021588	chr1	21589201	21589600	400	*	1	Promoter (2-3kb)	1	21586472	21591187	4716	1	105376834	ENST00000457706.1	2729	NA	LINC02596	long intergenic non-protein coding RNA 2596	11_EnhWk	GH01J021588;HP1BP3:15.19;ZBTB40:14.40;LDLRAD2:11.51;HSPG2:10.91;DDOST:10.26;LINC02596:6.44;CELA3B:5.62;RAP1GAP:5.10;CM034951-108:0.66;piR-42546:0.41;ENSG00000289715:0.27
GH01J021664	chr1	21663801	21665200	1400	*	1	Promoter (2-3kb)	1	21620041	21667681	47641	2	5909	ENST00000482984.5	2481	ENSG00000076864	RAP1GAP	RAP1 GTPase activating protein	9_EnhA1	GH01J021664;HS6ST1P1:5.46;USP48:5.38;piR-38580-004:0.66;lnc-USP48-4:0.45;RAP1GAP:0.45;ENSG00000289715:0.13
GH01J022047	chr1	22047601	22048000	400	*	1	Intron (ENST00000648594.1/998, intron 1 of 5)	1	22052627	22092923	40297	1	998	ENST00000400259.5	-4627	ENSG00000070831	CDC42	cell division cycle 42	8_EnhG2	GH01J022047;LINC00339:32.02;HSPG2:11.66;ZBTB40:11.28;USP48:10.27;LDLRAD2:10.11;KDM1A:10.05;CDC42:1.83;CDC42-AS1:0.66;CM034951-110:0.66;lnc-WNT4-5:0.41;ENSG00000289694:0.35
GH01J022098	chr1	22106201	22106400	200	*	1	Distal Intergenic	1	22127038	22129851	2814	2	54361	ENST00000415567.1	23451	ENSG00000162552	WNT4	Wnt family member 4	9_EnhA1	GH01J022098;MN296797:250.66;LINC00339:28.79;ZBTB40:12.35;CDC42-IT1:12.22;WNT4:11.18;USP48:10.86;MPHOSPH6P1:10.20;CDC42:5.96;LINC01635:4.67;lnc-WNT4-3:0.66;lnc-CDC42-2:0.45
GH01J023824	chr1	23823801	23825000	1200	*	1	Promoter (<=1kb)	1	23801910	23825402	23493	2	3155	ENST00000235958.4	402	ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	9_EnhA1	GH01J023824;HMGCL:250.41;FUCA1:14.40;LYPLA2:11.90;KDM1A:9.72;piR-43105-022:0.66;piR-32214-022:0.45;HSALNG0142136:0.41;LOC105376861:0.41;GALE:0.35;MG828730-001:0.05
GH01J024235	chr1	24237201	24238600	1400	*	1	Distal Intergenic	1	24200240	24211693	11454	1	284632	ENST00000439059.2	36961	ENSG00000230023	LINC02800	long intergenic non-protein coding RNA 2800	9_EnhA1	GH01J024235;HSALNG0001700:250.66;GRHL3:11.03;GRHL3-AS1:10.92;HSALNG0001702:0.41;NIPAL3:0.09
GH01J024238	chr1	24237201	24238600	1400	*	1	Distal Intergenic	1	24200240	24211693	11454	1	284632	ENST00000439059.2	36961	ENSG00000230023	LINC02800	long intergenic non-protein coding RNA 2800	9_EnhA1	GH01J024238;HSALNG0001700:250.66;GRHL3:11.03;GRHL3-AS1:10.92;HSALNG0001702:0.41;NIPAL3:0.09
GH01J024251	chr1	24257801	24258400	600	*	1	Distal Intergenic	1	24200240	24211693	11454	1	284632	ENST00000439059.2	57561	ENSG00000230023	LINC02800	long intergenic non-protein coding RNA 2800	9_EnhA1	GH01J024251;piR-31154:250.66;piR-36014:250.66;piR-42235:250.66;piR-44982:250.66;piR-50476:250.66;piR-60687:250.66;piR-60986:250.66;piR-61847:250.66;GRHL3:11.45;GRHL3-AS1:11.42;HSALNG0001701:0.66;HSALNG0001702:0.66;piR-35553:0.66;piR-36691:0.66;piR-38335:0.66;piR-38806:0.66;piR-39396:0.66;piR-41454:0.66;piR-49409:0.66;piR-61492:0.66;NIPAL3:0.10
GH01J024379	chr1	24378201	24379600	1400	*	1	Promoter (<=1kb)	1	24369043	24379823	10781	2	90529	ENST00000438866.1	223	ENSG00000001460	STPG1	sperm tail PG-rich repeat containing 1	11_EnhWk	GH01J024379;GRHL3-AS1:11.19;GRHL3:11.05;NIPAL3:9.51;HSALNG0141701:0.37;STPG1:0.29;lnc-STPG1-2:0.26
GH01J024521	chr1	24521401	24524200	2800	*	1	Intron (ENST00000538532.6/11123, intron 2 of 4)	1	24514373	24535279	20907	1	11123	ENST00000374393.4	7028	ENSG00000117602	RCAN3	RCAN family member 3	11_EnhWk	GH01J024521;RCAN3:19.00;NCMAP:16.40;NIPAL3:7.65;NCMAP-DT:4.68;lnc-STPG1-4:0.45;RCAN3AS:0.41
GH01J024861	chr1	24861401	24862000	600	*	4	Distal Intergenic	1	24919345	24919416	72	2	102465437	ENST00000614863.1	57416	ENSG00000278034	MIR6731	microRNA 6731	8_EnhG2	GH01J024861;piR-30418:250.66;piR-38579-002:250.66;MAN1C1:5.20;HSALNG0001744:0.66;LOC105376876:0.45;RUNX3:0.15;CLIC4:0.13
GH01J024961	chr1	24966201	24967000	800	*	1	Promoter (1-2kb)	1	24929737	24965121	35385	2	864	ENST00000479341.1	-1080	ENSG00000020633	RUNX3	RUNX family transcription factor 3	10_EnhA2	GH01J024961;RUNX3:252.80;lnc-RUNX3-2:250.66;SELENON:4.80;RSRP1:3.94;SYF2:2.19;RF00017-107:0.66;ENSG00000261025:0.45;HSALNG0001756-002:0.37;lnc-RUNX3-3:0.35;RUNX3-AS1:0.31;CLIC4:0.08
GH01J025045	chr1	25044401	25046600	2200	*	1	Intron (ENST00000648363.1/105376879, intron 2 of 2)	1	25041136	25047404	6269	1	105376879	ENST00000648363.1	3265	ENSG00000285823	LINC02793	long intergenic non-protein coding RNA 2793	11_EnhWk	GH01J025045;RUNX3:11.63;RUNX3-AS1:11.58;ENSG00000233755:5.74;CM034951-119:0.45;piR-61580-006:0.41;LINC02793:0.37;SYF2:0.08
GH01J025321	chr1	25327801	25328200	400	*	1	Intron (ENST00000648012.1/6007, intron 8 of 8)	1	25335846	25337218	1373	2	57035	ENST00000564413.1	9018	ENSG00000117616	RSRP1	arginine and serine rich protein 1	11_EnhWk	GH01J025321;piR-51025-002:250.66;RHCE:20.36;RHD:11.01;SDHDP6:4.60;HSALNG0001799-001:0.66;NONHSAG000725.2-002:0.45;lnc-RHCE-1:0.41;lnc-RHCE-2:0.41;RSRP1:0.41;NONHSAG000725.2-001:0.24
GH01J025356	chr1	25357001	25359200	2200	*	1	Intron (ENST00000498135.5/23585, intron 5 of 5)	1	25342592	25351654	9063	1	23585	ENST00000487234.1	14409	ENSG00000183726	TMEM50A	transmembrane protein 50A	9_EnhA1	GH01J025356;SRRM1:15.38;RHD:14.71;ZNF593:9.77;SDHDP6:6.78;RF00017-108:0.45;HSALNG0001799-002:0.41;NONHSAG000729.2:0.37;TMEM50A:0.37;HSALNG0142141:0.31;RHCE:0.20
GH01J025467	chr1	25467001	25467400	400	*	1	Intron (ENST00000399766.7/55219, intron 4 of 8)	1	25448893	25458783	9891	1	55219	ENST00000470035.1	18108	ENSG00000204178	MACO1	macoilin 1	9_EnhA1	GH01J025467;RHCE:62.15;MACO1:12.10;RF00017-109:0.41;NONHSAG000732.2:0.29;LDLRAP1:0.19
GH01J025870	chr1	25871401	25872400	1000	*	1	Promoter (<=1kb)	1	25861484	25871253	9770	2	164091	ENST00000374296.4	-148	ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7	11_EnhWk	GH01J025870;HSALNG0001834:250.66;PAQR7:250.66;MTFR1L:36.98;ARID1A:10.74;SELENON:10.38;STMN1:10.22;CNKSR1:5.15;RF00017-114:0.45;AUNIP:0.41
GH01J026297	chr1	26297601	26298400	800	*	1	Promoter (<=1kb)	1	26282305	26298026	15722	2	91544	ENST00000496466.1	0	ENSG00000158062	UBXN11	UBX domain protein 11	9_EnhA1	GH01J026297;CD52:16.95;UBXN11:8.40;FAM110D:7.62;MN308698:0.66;HSALNG0001876:0.37;SH3BGRL3:0.37
GH01J026856	chr1	26865201	26866000	800	*	1	Promoter (2-3kb)	1	26863149	26864456	1308	1	2810	ENST00000339276.6	2052	ENSG00000175793	SFN	stratifin	9_EnhA1	GH01J026856;SFN:253.73;ARID1A:42.01;GPATCH3:31.50;NPM1P39:15.84;PIGV:14.75;RPS6KA1:14.30;GPN2:13.66;NUDC:13.57;DHDDS-AS1:13.16;ZDHHC18:13.09;ACTG1P20:12.39;HMGN2:12.07;LOC101928728:11.75;FAM76A:10.34;ENSG00000231344:9.94;NR0B2:4.69;ZNF683:3.59;KDF1:3.56;TENT5B:1.46;HSALNG0001941:0.66;HSALNG0141709:0.66;lnc-ZDHHC18-1:0.66
GH01J026878	chr1	26879401	26882200	2800	*	3	3' UTR	1	26879501	26886341	6841	2	54707	ENST00000477418.2	4141	ENSG00000142751	GPN2	GPN-loop GTPase 2	8_EnhG2	GH01J026878;RPS6KA1:9.57;SYTL1:4.33;ENSG00000226698:0.66;ENSG00000289554:0.66;OA985315:0.66;GPN2:0.41;SFN:0.37
GH01J027065	chr1	27065401	27068000	2600	*	1	Distal Intergenic	1	27100345	27102795	2451	2	6548	ENST00000447808.1	34795	ENSG00000090020	SLC9A1	solute carrier family 9 member A1	7_EnhG1	GH01J027065;WDTC1:10.44;WDTC1-DT:10.44;ZDHHC18:5.95;TRNP1:5.75;piR-56759-012:0.66;RF00017-123:0.41;lnc-TRNP1-1:0.29;TENT5B:0.24;SLC9A1:0.16
GH01J027097	chr1	27092401	27097600	5200	*	1	Distal Intergenic	1	27100345	27102795	2451	2	6548	ENST00000447808.1	5195	ENSG00000090020	SLC9A1	solute carrier family 9 member A1	7_EnhG1	GH01J027097;piR-42491-005:250.66;lnc-FAM46B-1:0.66;SLC9A1:0.21;TENT5B:0.18
GH01J027432	chr1	27436801	27438800	2000	*	1	Intron (ENST00000618852.5/10163, intron 1 of 8)	1	27392622	27395814	3193	1	2827	ENST00000374024.4	44179	ENSG00000181773	GPR3	G protein-coupled receptor 3	9_EnhA1	GH01J027432;ACTG1P20:21.44;CD164L2:18.19;WASF2:13.17;FGR:12.91;ENSG00000237429:12.38;ARID1A:11.02;FAM76A:10.82;RNU6-48P:10.78;TMEM222:10.78;PHACTR4:10.30;RNU6-1245P:9.27;SCARNA1:9.27;PPP1R8:9.27;THEMIS2:8.98;STX12:4.27;piR-43105-025:0.66;ENSG00000241169:0.35;GPR3:0.27
GH01J027441	chr1	27444201	27444800	600	*	1	Intron (ENST00000618852.5/10163, intron 1 of 8)	1	27408197	27490051	81855	2	10163	ENST00000536657.1	45251	ENSG00000158195	WASF2	WASP family member 2	9_EnhA1	GH01J027441;CD164L2:20.21;PPP1R8:19.11;FAM76A:16.66;WASF2:12.42;ENSG00000237429:11.77;GPR3:10.99;ENSG00000231207:10.98;ACTG1P20:10.40;RNU6-48P:10.40;TMEM222:10.40;ENSG00000243659:9.87;NPM1P39:9.81;ARID1A:9.76;WDTC1:9.62;WDTC1-DT:9.62;RNU6-1245P:9.46;SCARNA1:9.46;ENSG00000241169:0.41;piR-43105-025:0.41
GH01J027458	chr1	27458601	27459600	1000	*	1	Exon (ENST00000492975.1/ENST00000492975.1, exon 2 of 2)	1	27408197	27490051	81855	2	10163	ENST00000536657.1	30451	ENSG00000158195	WASF2	WASP family member 2	9_EnhA1	GH01J027458;piR-57133-012:250.66;CD164L2:20.18;ENSG00000237429:12.58;WASF2:12.25;ENSG00000243659:10.21;ACTG1P20:9.77;TMEM222:9.77;RNU6-48P:9.77;ENSG00000241169:0.66;HSALNG0098623-004:0.37;L13714-004:0.37;GPR3:0.21
GH01J027857	chr1	27858001	27858800	800	*	1	Distal Intergenic	1	27872543	27886685	14143	1	9473	ENST00000328928.11	-13743	ENSG00000130775	THEMIS2	thymocyte selection associated family member 2	11_EnhWk	GH01J027857;ENSG00000227050:12.31;XKR8:12.31;SCARNA1:11.68;PPP1R8:11.37;RNU6-1245P:11.35;EYA3:10.35;piR-31432-023:0.66;THEMIS2:0.41
GH01J027881	chr1	27890001	27890600	600	*	1	Distal Intergenic	1	27891538	27897085	5548	2	6118	ENST00000419958.5	6485	ENSG00000117748	RPA2	replication protein A2	11_EnhWk	GH01J027881;RPA2:33.94;XKR8:23.61;THEMIS2:22.29;SMPDL3B:22.14;ENSG00000227050:12.07;EYA3:11.17;SCARNA1:10.83;PPP1R8:10.82;RNU6-1245P:10.80;FGR:9.80;PTAFR:9.35;SNHG12:5.04;MED18:4.75;SESN2:3.62;WASF2:2.16;STX12:1.21;HSALNG0002022:0.66;HSALNG0002023:0.66;HSALNG0002024:0.45;HSALNG0002020:0.37
GH01J027934	chr1	27937601	27940800	3200	*	1	Promoter (2-3kb)	1	27935110	27959151	24042	1	27293	ENST00000549094.1	2491	ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	7_EnhG1	GH01J027934;SMPDL3B:295.63;TRNAU1AP:15.28;TMEM222:13.40;GMEB1:13.24;SNHG12:13.19;MAP3K6:12.23;ACTG1P20:11.78;RPA2:11.20;FAM76A:11.04;YTHDF2:11.02;ENSG00000231344:10.61;piR-50443-012:0.45;XKR8:0.35
GH01J027934	chr1	27935601	27937000	1400	*	2	Promoter (<=1kb)	1	27935110	27959151	24042	1	27293	ENST00000549094.1	491	ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	9_EnhA1	GH01J027934;SMPDL3B:295.63;TRNAU1AP:15.28;TMEM222:13.40;GMEB1:13.24;SNHG12:13.19;MAP3K6:12.23;ACTG1P20:11.78;RPA2:11.20;FAM76A:11.04;YTHDF2:11.02;ENSG00000231344:10.61;piR-50443-012:0.45;XKR8:0.35
GH01J027940	chr1	27937601	27940800	3200	*	1	Promoter (2-3kb)	1	27935110	27959151	24042	1	27293	ENST00000549094.1	2491	ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	7_EnhG1	GH01J027940;piR-50443-012:0.66;SMPDL3B:0.45;ENSG00000227050:0.37;XKR8:0.37
GH01J027940	chr1	27940801	27945600	4800	*	1	Exon (ENST00000373894.8/27293, exon 2 of 8)	1	27935110	27959151	24042	1	27293	ENST00000549094.1	5691	ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	8_EnhG2	GH01J027940;piR-50443-012:0.66;SMPDL3B:0.45;ENSG00000227050:0.37;XKR8:0.37
GH01J027941	chr1	27940801	27945600	4800	*	1	Exon (ENST00000373894.8/27293, exon 2 of 8)	1	27935110	27959151	24042	1	27293	ENST00000549094.1	5691	ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	8_EnhG2	GH01J027941;piR-50443-012:250.66;SMPDL3B:39.69;THEMIS2:29.78;PTAFR:23.54;FGR:17.34;XKR8:17.20;RPA2:10.74;SESN2:4.63;MED18:4.53;EYA3:4.12;WASF2:4.03;STX12:3.35;ENSG00000227050:0.37
GH01J028208	chr1	28208201	28211200	3000	*	1	Promoter (<=1kb)	1	28205258	28208809	3552	2	22826	ENST00000470967.1	0	ENSG00000126698	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	8_EnhG2	GH01J028208;lnc-PTAFR-1:250.66;ENSG00000270605:41.67;DNAJC8:12.80;ATP5IF1:12.77;EYA3:11.52;TMEM200B:11.48;RNU7-29P:11.06;RNU6-176P:11.05;PPP1R8:10.06;SCARNA1:10.06;RNU6-1245P:10.06;PHACTR4:10.05;SESN2:10.05;AHDC1:9.84;piR-57461-004:0.41;PTAFR:0.37
